Johann Sebastian Bach,13
Pyotr Ilyich Tchaikovsky,12
Michelangelo,12
Richard Wagner,12
Johannes Brahms,11
Franz Schubert,10
The Magic Flute,10
Wolfgang Amadeus Mozart,9
Sandro Botticelli,9
Spain,8
Rembrandt,8
Claude Debussy,8
Raphael,8
Aaron Copland,8
Carmen,8
Nighthawks,7
Eugène Delacroix,7
Salvador Dalí,7
Ludwig van Beethoven,7
Leonardo da Vinci,7
Trumpet,7
Gustav Mahler,6
The Persistence of Memory,6
Edvard Munch,6
Gioachino Rossini,6
Jacques-Louis David,6
Edgar Degas,6
Diego Velázquez,6
Igor Stravinsky,6
Auguste Rodin,6
Giuseppe Verdi,6
The School of Athens,6
Franz Liszt,6
Claude Monet,6
Joseph Haydn,6
Edward Elgar,6
,5
Antonín Dvořák,5
Giacomo Puccini,5
The Garden of Earthly Delights,5
Sergei Prokofiev,5
The Barber of Seville,5
The Birth of Venus,5
El Greco,5
Maurice Ravel,5
Frédéric Chopin,5
Last Supper,5
Don Giovanni,5
Saxophone,5
Donatello,5
Felix Mendelssohn,5
Antonio Vivaldi,5
Grant Wood,5
Richard Strauss,5
Robert Schumann,5
Thomas Eakins,5
Violin,5
Vincent van Gogh,5
The Hay Wain,4
Francisco Goya,4
Guernica,4
Benjamin Britten,4
American Gothic,4
Édouard Manet,4
Piano sonatas (Beethoven),4
Leonard Bernstein,4
Titian,4
Frank Lloyd Wright,4
Las Meninas,4
Le Déjeuner sur l’herbe,4
Ansel Adams,4
String quartet,4
Gustav Holst,4
Pablo,4
Edvard Grieg,4
Symphonie fantastique,4
Caravaggio,4
Arnold Schoenberg,4
I and the Village,4
René Magritte,4
Arnolfini Portrait,4
Constantin Brâncuși,4
The Carnival of the Animals,4
George Frideric Handel,4
The Rite of Spring,4
Béla Bartók,4
J. M. W. Turner,4
Andy Warhol,3
Madama Butterfly,3
Edward Hopper,3
Waltz,3
The Four Seasons,3
Photography,3
Paul Cézanne,3
Faust,3
The Scream,3
Albrecht Dürer,3
David,3
Bolero,3
Symphony,3
Marc Chagall,3
Peter Paul Rubens,3
John Coltrane,3
Diego Rivera,3
Philip Glass,3
Clarinet,3
Eero Saarinen,3
Symphony No. 6 (Beethoven),3
Aida,3
Johannes Vermeer,3
Parthenon,3
Pablo Picasso,3
Flute,3
John Cage,3
United States,3
La bohème,3
Requiem,3
Louis Armstrong,3
Akira Kurosawa,3
Jackson Pollock,3
Pictures at an Exhibition,3
Modest Mussorgsky,3
Cello,3
Swan Lake,3
Russia,3
1812 Overture,3
Marcel Duchamp,3
The Night Watch,3
George Gershwin,3
Messiah,3
Camille Saint-Saëns,3
George Washington,3
Jan van Eyck,3
Turandot,3
Washington Crossing the Delaware,3
I. M. Pei,3
Benjamin West,2
Piano,2
Empire State Building,2
La traviata,2
